Gender,Age (Years),region_moz,region_macro,grade_band,school_type,ria_sec_letters,career_desc_en,career_desc_pt,career_examples_en,career_examples_pt,trait_extraversion,trait_agreeableness,trait_conscientiousness,trait_neuroticism,trait_openness
Male,18,Sofala,Centro,10ª Classe,Escola Privada,R-I,"Systems guardian who enjoys troubleshooting networks, energy grids, or cybersecurity incidents when pressure is high.","Guardião(ã) de sistemas que gosta de resolver falhas em redes, energia ou cibersegurança mesmo sob pressão.",SOC analyst for Maputo banks; field engineer keeping telecom towers online,Analista SOC em bancos de Maputo; Engenheiro de campo que mantém torres de telecom,3.0,1.5,2.5,4.0,3.0
Male,19,Província de Maputo,Sul,10ª Classe,Escola Pública,R-I,"Systems guardian who enjoys troubleshooting networks, energy grids, or cybersecurity incidents when pressure is high.","Guardião(ã) de sistemas que gosta de resolver falhas em redes, energia ou cibersegurança mesmo sob pressão.",SOC analyst for Maputo banks; field engineer keeping telecom towers online,Analista SOC em bancos de Maputo; Engenheiro de campo que mantém torres de telecom,2.5,2.5,2.5,4.0,2.5
Male,18,Gaza,Sul,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.5,2.5,2.5,3.5,3.0
Female,17,Província de Maputo,Sul,10ª Classe,Escola Pública,S-A,"Human-centered shaper who codes, designs, or facilitates services for public health, education, and fintech users.","Profissional centrado nas pessoas que desenha experiências digitais ou serviços para saúde, educação e fintech locais.",UX designer improving gov.mo portals; service designer for community clinics,Designer UX para portais gov.mz; Service designer em clínicas comunitárias,3.0,2.0,2.5,3.0,3.0
Male,18,Inhambane,Sul,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.0,3.0,2.0,3.0,3.0
Male,18,Zambézia,Centro,10ª Classe,Escola Pública,R-I,"Systems guardian who enjoys troubleshooting networks, energy grids, or cybersecurity incidents when pressure is high.","Guardião(ã) de sistemas que gosta de resolver falhas em redes, energia ou cibersegurança mesmo sob pressão.",SOC analyst for Maputo banks; field engineer keeping telecom towers online,Analista SOC em bancos de Maputo; Engenheiro de campo que mantém torres de telecom,1.0,1.5,3.0,4.0,2.5
Male,18,Niassa,Norte,10ª Classe,Escola Pública,R-I,"Systems guardian who enjoys troubleshooting networks, energy grids, or cybersecurity incidents when pressure is high.","Guardião(ã) de sistemas que gosta de resolver falhas em redes, energia ou cibersegurança mesmo sob pressão.",SOC analyst for Maputo banks; field engineer keeping telecom towers online,Analista SOC em bancos de Maputo; Engenheiro de campo que mantém torres de telecom,4.0,2.0,3.5,2.0,2.0
Male,18,Zambézia,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.0,1.5,2.5,4.0,3.0
Male,19,Zambézia,Centro,10ª Classe,Escola Pública,R-I,"Systems guardian who enjoys troubleshooting networks, energy grids, or cybersecurity incidents when pressure is high.","Guardião(ã) de sistemas que gosta de resolver falhas em redes, energia ou cibersegurança mesmo sob pressão.",SOC analyst for Maputo banks; field engineer keeping telecom towers online,Analista SOC em bancos de Maputo; Engenheiro de campo que mantém torres de telecom,3.0,2.0,2.5,4.5,2.5
Male,19,Inhambane,Sul,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,2.0,2.5,3.5,2.5
Male,17,Nampula,Norte,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.5,3.0,3.0,4.0,2.5
Female,17,Zambézia,Centro,10ª Classe,Escola Privada,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.0,2.5,1.5,3.0,3.0
Female,19,Niassa,Norte,10ª Classe,Escola Pública,S-A,"Human-centered shaper who codes, designs, or facilitates services for public health, education, and fintech users.","Profissional centrado nas pessoas que desenha experiências digitais ou serviços para saúde, educação e fintech locais.",UX designer improving gov.mo portals; service designer for community clinics,Designer UX para portais gov.mz; Service designer em clínicas comunitárias,2.5,1.5,2.0,2.5,3.5
Female,18,Cabo Delgado,Norte,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,1.0,1.5,3.5,4.0
Female,17,Manica,Centro,10ª Classe,Escola Privada,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,3.5,3.0,3.5,2.0
Male,18,Província de Maputo,Sul,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,4.0,2.5,2.0,4.0,2.5
Female,19,Inhambane,Sul,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.0,2.5,2.0,2.0,3.0
Male,19,Tete,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.5,2.5,3.5,2.0,3.0
Male,18,Cabo Delgado,Norte,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.5,1.0,2.5,3.0,3.0
Female,19,Manica,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.5,2.0,2.5,3.0,3.5
Male,18,Nampula,Norte,10ª Classe,Escola Pública,R-I,"Systems guardian who enjoys troubleshooting networks, energy grids, or cybersecurity incidents when pressure is high.","Guardião(ã) de sistemas que gosta de resolver falhas em redes, energia ou cibersegurança mesmo sob pressão.",SOC analyst for Maputo banks; field engineer keeping telecom towers online,Analista SOC em bancos de Maputo; Engenheiro de campo que mantém torres de telecom,1.5,2.0,1.0,4.5,3.5
Male,18,Zambézia,Centro,10ª Classe,Escola Privada,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,2.0,2.0,3.5,2.5
Male,18,Inhambane,Sul,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,4.0,2.5,3.0,2.0,2.5
Female,18,Manica,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.5,2.0,2.5,3.0,1.5
Male,2 005,Zambézia,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.5,2.0,2.5,3.5,3.0
Male,19,Zambézia,Centro,10ª Classe,Escola Pública,R-I,"Systems guardian who enjoys troubleshooting networks, energy grids, or cybersecurity incidents when pressure is high.","Guardião(ã) de sistemas que gosta de resolver falhas em redes, energia ou cibersegurança mesmo sob pressão.",SOC analyst for Maputo banks; field engineer keeping telecom towers online,Analista SOC em bancos de Maputo; Engenheiro de campo que mantém torres de telecom,3.0,2.0,2.5,4.0,2.0
Male,19,Tete,Centro,10ª Classe,Escola Privada,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,2.5,2.0,4.0,2.5
Male,19,Inhambane,Sul,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,4.0,1.5,3.5,2.5,3.0
Male,19,Nampula,Norte,10ª Classe,Escola Pública,S-A,"Human-centered shaper who codes, designs, or facilitates services for public health, education, and fintech users.","Profissional centrado nas pessoas que desenha experiências digitais ou serviços para saúde, educação e fintech locais.",UX designer improving gov.mo portals; service designer for community clinics,Designer UX para portais gov.mz; Service designer em clínicas comunitárias,3.5,2.0,3.5,2.5,3.5
Male,18,Inhambane,Sul,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,4.0,1.5,4.0,3.0,3.5
Male,16,Cabo Delgado,Norte,10ª Classe,Escola Privada,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,2.0,4.0,3.5,2.5
Male,16,Inhambane,Sul,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.5,1.5,2.5,3.0,2.5
Male,18,Província de Maputo,Sul,10ª Classe,Escola Pública,I-A,"Investigator who thrives on experiments, data, and innovation hubs from agrotech to renewables in Mozambique.","Investigador(a) que vibra com experiências, dados e hubs de inovação em agrotech ou energias renováveis em Moçambique.",Research intern at Eduardo Mondlane labs; data scientist exploring climate-smart farming,Estagiário de investigação na UEM; Cientista de dados para agricultura inteligente,5.0,2.0,3.5,4.0,3.0
Male,20,Zambézia,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,3.5,3.0,2.5,3.5
Male,20,Zambézia,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,4.0,2.0,3.5,2.0,2.0
Male,18,Zambézia,Centro,10ª Classe,Escola Pública,I-A,"Investigator who thrives on experiments, data, and innovation hubs from agrotech to renewables in Mozambique.","Investigador(a) que vibra com experiências, dados e hubs de inovação em agrotech ou energias renováveis em Moçambique.",Research intern at Eduardo Mondlane labs; data scientist exploring climate-smart farming,Estagiário de investigação na UEM; Cientista de dados para agricultura inteligente,3.0,2.5,3.0,3.5,3.0
Male,18,Tete,Centro,10ª Classe,Escola Pública,E-S,"Persuasive coordinator who mobilizes teams for entrepreneurship clubs, cooperatives, or social enterprises across provinces.","Coordenador(a) persuasivo(a) que mobiliza equipas em clubes de empreendedorismo, cooperativas ou negócios sociais pelo país.",Startup club lead in Beira; operations coordinator for youth NGOs,Líder de hub empreendedor em Beira; Coordenador de operações em ONGs juvenis,1.5,2.5,2.5,5.0,2.0
Female,18,Cabo Delgado,Norte,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,2.0,2.0,3.5,3.0
Male,17,Tete,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,2.5,2.0,3.0,3.0
Female,19,Tete,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.5,2.5,2.0,3.5,3.0
Male,18,Tete,Centro,10ª Classe,Escola Privada,R-I,"Systems guardian who enjoys troubleshooting networks, energy grids, or cybersecurity incidents when pressure is high.","Guardião(ã) de sistemas que gosta de resolver falhas em redes, energia ou cibersegurança mesmo sob pressão.",SOC analyst for Maputo banks; field engineer keeping telecom towers online,Analista SOC em bancos de Maputo; Engenheiro de campo que mantém torres de telecom,3.0,3.0,3.0,3.0,3.0
Female,17,Província de Maputo,Sul,10ª Classe,Escola Privada,R-I,"Systems guardian who enjoys troubleshooting networks, energy grids, or cybersecurity incidents when pressure is high.","Guardião(ã) de sistemas que gosta de resolver falhas em redes, energia ou cibersegurança mesmo sob pressão.",SOC analyst for Maputo banks; field engineer keeping telecom towers online,Analista SOC em bancos de Maputo; Engenheiro de campo que mantém torres de telecom,3.0,3.0,2.0,4.0,3.0
Male,20,Zambézia,Centro,10ª Classe,Escola Pública,S-A,"Human-centered shaper who codes, designs, or facilitates services for public health, education, and fintech users.","Profissional centrado nas pessoas que desenha experiências digitais ou serviços para saúde, educação e fintech locais.",UX designer improving gov.mo portals; service designer for community clinics,Designer UX para portais gov.mz; Service designer em clínicas comunitárias,3.0,1.5,2.0,2.5,3.0
Male,17,Inhambane,Sul,10ª Classe,Escola Pública,I-A,"Investigator who thrives on experiments, data, and innovation hubs from agrotech to renewables in Mozambique.","Investigador(a) que vibra com experiências, dados e hubs de inovação em agrotech ou energias renováveis em Moçambique.",Research intern at Eduardo Mondlane labs; data scientist exploring climate-smart farming,Estagiário de investigação na UEM; Cientista de dados para agricultura inteligente,2.5,1.5,3.0,4.0,3.0
Male,19,Zambézia,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.5,2.5,2.5,3.0,3.0
Male,18,Província de Maputo,Sul,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,2.5,3.5,2.5,3.0
Male,22,Cabo Delgado,Norte,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.5,3.5,1.5,3.5,1.0
Female,17,Tete,Centro,10ª Classe,Escola Pública,I-A,"Investigator who thrives on experiments, data, and innovation hubs from agrotech to renewables in Mozambique.","Investigador(a) que vibra com experiências, dados e hubs de inovação em agrotech ou energias renováveis em Moçambique.",Research intern at Eduardo Mondlane labs; data scientist exploring climate-smart farming,Estagiário de investigação na UEM; Cientista de dados para agricultura inteligente,3.5,2.5,3.5,2.5,3.0
Male,16,Niassa,Norte,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,4.5,3.0,3.0,4.5,2.5
Female,20,Tete,Centro,10ª Classe,Escola Privada,E-S,"Persuasive coordinator who mobilizes teams for entrepreneurship clubs, cooperatives, or social enterprises across provinces.","Coordenador(a) persuasivo(a) que mobiliza equipas em clubes de empreendedorismo, cooperativas ou negócios sociais pelo país.",Startup club lead in Beira; operations coordinator for youth NGOs,Líder de hub empreendedor em Beira; Coordenador de operações em ONGs juvenis,2.0,1.5,2.5,4.5,1.0
Female,17,Província de Maputo,Sul,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,2.5,1.5,4.0,2.5
Male,17,Nampula,Norte,10ª Classe,Escola Pública,E-S,"Persuasive coordinator who mobilizes teams for entrepreneurship clubs, cooperatives, or social enterprises across provinces.","Coordenador(a) persuasivo(a) que mobiliza equipas em clubes de empreendedorismo, cooperativas ou negócios sociais pelo país.",Startup club lead in Beira; operations coordinator for youth NGOs,Líder de hub empreendedor em Beira; Coordenador de operações em ONGs juvenis,2.0,2.5,1.5,5.0,1.0
Female,18,Zambézia,Centro,10ª Classe,Escola Pública,E-S,"Persuasive coordinator who mobilizes teams for entrepreneurship clubs, cooperatives, or social enterprises across provinces.","Coordenador(a) persuasivo(a) que mobiliza equipas em clubes de empreendedorismo, cooperativas ou negócios sociais pelo país.",Startup club lead in Beira; operations coordinator for youth NGOs,Líder de hub empreendedor em Beira; Coordenador de operações em ONGs juvenis,4.5,2.0,3.0,2.5,3.0
Male,18,Nampula,Norte,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,2.5,2.0,4.0,3.0
Female,20,Tete,Centro,10ª Classe,Escola Pública,E-S,"Persuasive coordinator who mobilizes teams for entrepreneurship clubs, cooperatives, or social enterprises across provinces.","Coordenador(a) persuasivo(a) que mobiliza equipas em clubes de empreendedorismo, cooperativas ou negócios sociais pelo país.",Startup club lead in Beira; operations coordinator for youth NGOs,Líder de hub empreendedor em Beira; Coordenador de operações em ONGs juvenis,2.5,1.5,1.5,4.0,3.0
Female,19,Zambézia,Centro,10ª Classe,Escola Pública,I-A,"Investigator who thrives on experiments, data, and innovation hubs from agrotech to renewables in Mozambique.","Investigador(a) que vibra com experiências, dados e hubs de inovação em agrotech ou energias renováveis em Moçambique.",Research intern at Eduardo Mondlane labs; data scientist exploring climate-smart farming,Estagiário de investigação na UEM; Cientista de dados para agricultura inteligente,3.0,2.5,2.5,2.0,3.0
Female,17,Nampula,Norte,10ª Classe,Escola Pública,I-A,"Investigator who thrives on experiments, data, and innovation hubs from agrotech to renewables in Mozambique.","Investigador(a) que vibra com experiências, dados e hubs de inovação em agrotech ou energias renováveis em Moçambique.",Research intern at Eduardo Mondlane labs; data scientist exploring climate-smart farming,Estagiário de investigação na UEM; Cientista de dados para agricultura inteligente,3.0,3.0,2.5,3.0,3.0
Male,20,Zambézia,Centro,10ª Classe,Escola Privada,I-A,"Investigator who thrives on experiments, data, and innovation hubs from agrotech to renewables in Mozambique.","Investigador(a) que vibra com experiências, dados e hubs de inovação em agrotech ou energias renováveis em Moçambique.",Research intern at Eduardo Mondlane labs; data scientist exploring climate-smart farming,Estagiário de investigação na UEM; Cientista de dados para agricultura inteligente,3.0,2.0,2.5,3.5,2.5
Male,19,Manica,Centro,10ª Classe,Escola Pública,I-A,"Investigator who thrives on experiments, data, and innovation hubs from agrotech to renewables in Mozambique.","Investigador(a) que vibra com experiências, dados e hubs de inovação em agrotech ou energias renováveis em Moçambique.",Research intern at Eduardo Mondlane labs; data scientist exploring climate-smart farming,Estagiário de investigação na UEM; Cientista de dados para agricultura inteligente,3.0,2.0,3.5,3.0,3.5
Female,18,Zambézia,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,2.0,1.0,2.5,3.5,3.0
Female,19,Zambézia,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,5.0,4.0,3.0,1.5,3.5
Male,17,Cabo Delgado,Norte,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,4.0,2.0,3.5,3.5,4.5
Male,19,Manica,Centro,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,4.0,2.0,2.0,4.0,3.0
Male,17,Tete,Centro,10ª Classe,Escola Pública,I-A,"Investigator who thrives on experiments, data, and innovation hubs from agrotech to renewables in Mozambique.","Investigador(a) que vibra com experiências, dados e hubs de inovação em agrotech ou energias renováveis em Moçambique.",Research intern at Eduardo Mondlane labs; data scientist exploring climate-smart farming,Estagiário de investigação na UEM; Cientista de dados para agricultura inteligente,5.0,1.0,3.0,3.0,3.0
Male,19,Nampula,Norte,10ª Classe,Escola Pública,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,3.0,2.0,3.0,3.0,1.5
Female,19,Zambézia,Centro,10ª Classe,Escola Privada,C-R,"Structured builder who keeps systems reliable for Mozambique's roads, ports, and digital infrastructure.","Profissional estruturado que garante sistemas fiáveis nas obras, portos e redes digitais de Moçambique.",Civil engineer on the Maputo-KaTembe corridor; industrial maintenance technician in Matola,Engenheiro civil na KaTembe; Técnico de manutenção industrial na Matola,4.5,1.0,2.5,2.0,1.0
Female,18,Nampula,Norte,10ª Classe,Escola Pública,I-A,"Investigator who thrives on experiments, data, and innovation hubs from agrotech to renewables in Mozambique.","Investigador(a) que vibra com experiências, dados e hubs de inovação em agrotech ou energias renováveis em Moçambique.",Research intern at Eduardo Mondlane labs; data scientist exploring climate-smart farming,Estagiário de investigação na UEM; Cientista de dados para agricultura inteligente,4.0,3.5,2.5,3.0,3.0
Male,18,Tete,Centro,10ª Classe,Escola Pública,R-I,"Systems guardian who enjoys troubleshooting networks, energy grids, or cybersecurity incidents when pressure is high.","Guardião(ã) de sistemas que gosta de resolver falhas em redes, energia ou cibersegurança mesmo sob pressão.",SOC analyst for Maputo banks; field engineer keeping telecom towers online,Analista SOC em bancos de Maputo; Engenheiro de campo que mantém torres de telecom,4.0,3.0,3.5,2.5,3.5
